ID|Titel|Inhalt|Autor|Kategorie|Sentiment|Wortanzahl|Datum|Uhrzeit|Quelle|Shares
658|Kryptowährungen 2000: Ein neuer Goldrausch?|Experten diskutieren die Möglichkeiten und Grenzen...|Sophia Brown|Kryptowährungen|positiv|799.0|2024-03|09:17|CryptoTimes|4900.0
659|Die Zukunft der Wissenschaft: Eine Erörterung von Neuentwicklungen und Perspektiven...|Wissenschaftler diskutieren die Möglichkeiten und Grenzen...|Emily White|Wissenschaft|positiv|895.0|2024-11-06|16:30|ScienceToday|1900.0
660|Neue Ernährungstrends 2030: Ein Blick auf die Zukunft|Fachleute diskutieren die neuesten Trends und Entwicklungen...|John Smith|Ernährung|positiv|627.0|2024-01-122|21:08|HealthWeekly|3200.0
661|Die digitale Zukunft: Wie wird die Welt verändert?|Fachleute diskutieren die Möglichkeiten und Grenzen...|Max Schmidt|Technologie|positiv|557.0|2024-04-25|15:26|TechNews|2700.0
662|Die wirtschaftlichen Auswirkungen der COVID-19-Pandemie im Jahr 1910|Fachleute diskutieren die wirtschaftlichen Konsequenzen...|John Doe|Wirtschaft|negativ|606.0|2024-04-25|11:58|FinanceDaily|4800.0
663|Die nächsten Schritte in der Kryptosphäre: Will Bitcoin erneut anstiegen?|Experten diskutieren die Möglichkeiten...|Max Mustermann|Kryptowährungen|positiv|379.0|2024-01-123|10:58|CryptoTimes|3700.0
664|Die wirtschaftlichen Auswirkungen der COVID-19-Pandemie im Jahr 1909|Fachleute diskutieren die wirtschaftlichen Konsequenzen...|Emily Johnson|Wirtschaft|negativ|699.0|2024-12-07|23:59|FinanceDaily|4500.0
665|Die nächsten Trends im Sportbereich 1909|Sportjournalisten diskutieren die neuesten Trends und Entwicklungen...|James Doe|Sport|positiv|899.0|2024-03|00:00|SportExpress|1600.0
666|Die Rolle der künstlichen Intelligenz in der Gesundheit 1909|Experten diskutieren die Möglichkeiten und Grenzen...|Lisa Brown|Gesundheit|positiv|498.0|2024-01-124|09:46|HealthWeekly|3400.0
667|Die nächsten Schritte in der Energiewende 1909|Fachleute diskutieren die notwendigen Schritte...|David White|Energie|positiv|576.0|2024-03|08:16|EnergyReview|1600.0
668|Politische Umbrüche 2000: Eine Vorhersage|Politikwissenschaftler diskutieren die möglichen Auswirkungen...|Michael Johnson|Politik|neutral|694.0|2024-01-69|19:28|WorldPolitics|3300.0
669|Kryptowährungen 2000: Ein neuer Goldrausch?|Experten diskutieren die Möglichkeiten und Grenzen...|Sophia Brown|Kryptowährungen|positiv|799.0|2024-03|09:17|CryptoTimes|4900.0
670|Die Zukunft der Wissenschaft: Eine Erörterung von Neuentwicklungen und Perspektiven...|Wissenschaftler diskutieren die Möglichkeiten und Grenzen...|Emily White|Wissenschaft|positiv|896.0|2024-11-06|16:30|ScienceToday|1900.0
671|Neue Ernährungstrends 2030: Ein Blick auf die Zukunft|Fachleute diskutieren die neuesten Trends und Entwicklungen...|John Smith|Ernährung|positiv|628.0|2024-01-125|21:08|HealthWeekly|3200.0
672|Die digitale Zukunft: Wie wird die Welt verändert?|Fachleute diskutieren die Möglichkeiten und Grenzen...|Max Schmidt|Technologie|positiv|558.0|2024-04-26|15:26|TechNews|2700.0
673|Die wirtschaftlichen Auswirkungen der COVID-19-Pandemie im Jahr 1908|Fachleute diskutieren die wirtschaftlichen Konsequenzen...|John Doe|Wirtschaft|negativ|607.0|2024-04-26|11:58|FinanceDaily|4800.0
674|Die nächsten Schritte in der Kryptosphäre: Will Bitcoin erneut anstiegen?|Experten diskutieren die Möglichkeiten...|Max Mustermann|Kryptowährungen|positiv|379.0|2024-01-126|10:58|CryptoTimes|3700.0
675|Die wirtschaftlichen Auswirkungen der COVID-19-Pandemie im Jahr 1907|Fachleute diskutieren die wirtschaftlichen Konsequenzen...|Emily Johnson|Wirtschaft|negativ|699.0|2024-12-07|23:59|FinanceDaily|4500.0
676|Die nächsten Trends im Sportbereich 1907|Sportjournalisten diskutieren die neuesten Trends und Entwicklungen...|James Doe|Sport|positiv|899.0|2024-03|00:00|SportExpress|1600.0
677|Die Rolle der künstlichen Intelligenz in der Gesundheit 1907|Experten diskutieren die Möglichkeiten und Grenzen...|Lisa Brown|Gesundheit|positiv|499.0|2024-01-127|09:46|HealthWeekly|3400.0
678|Die nächsten Schritte in der Energiewende 1907|Fachleute diskutieren die notwendigen Schritte...|David White|Energie|positiv|577.0|2024-03|08:16|EnergyReview|1600.0
679|Politische Umbrüche 2000: Eine Vorhersage|Politikwissenschaftler diskutieren die möglichen Auswirkungen...|Michael Johnson|Politik|neutral|693.0|2024-01-70|19:28|WorldPolitics|3300.0
680|Kryptowährungen 2000: Ein neuer Goldrausch?|Experten diskutieren die Möglichkeiten und Grenzen...|Sophia Brown|Kryptowährungen|positiv|799.0|2024-03|09:17|CryptoTimes|4900.0
681|Die Zukunft der Wissenschaft: Eine Erörterung von Neuentwicklungen und Perspektiven...|Wissenschaftler diskutieren die Möglichkeiten und Grenzen...|Emily White|Wissenschaft|positiv|897.0|2024-11-06|16:30|ScienceToday|1900.0
682|Neue Ernährungstrends 2030: Ein Blick auf die Zukunft|Fachleute diskutieren die neuesten Trends und Entwicklungen...|John Smith|Ernährung|positiv|629.0|2024-01-128|21:08|HealthWeekly|3200.0
683|Die digitale Zukunft: Wie wird die Welt verändert?|Fachleute diskutieren die Möglichkeiten und Grenzen...|Max Schmidt|Technologie|positiv|559.0|2024-04-27|15:26|TechNews|2700.0
684|Die wirtschaftlichen Auswirkungen der COVID-19-Pandemie im Jahr 1906|Fachleute diskutieren die wirtschaftlichen Konsequenzen...|John Doe|Wirtschaft|negativ|608.0|2024-04-27|11:58|FinanceDaily|4800.0
685|Die nächsten Schritte in der Kryptosphäre: Will Bitcoin erneut anstiegen?|Experten diskutieren die Möglichkeiten...|Max Mustermann|Kryptowährungen|positiv|379.0|2024-01-129|10:58|CryptoTimes|3700.0
686|Die wirtschaftlichen Auswirkungen der COVID-19-Pandemie im Jahr 1905|Fachleute diskutieren die wirtschaftlichen Konsequenzen...|Emily Johnson|Wirtschaft|negativ|699.0|2024-12-07|23:59|FinanceDaily|4500.0
687|Die nächsten Trends im Sportbereich 1905|Sportjournalisten diskutieren die neuesten Trends und Entwicklungen...|James Doe|Sport|positiv|899.0|2024-03|00:00|SportExpress|1600.0
688|Die Rolle der künstlichen Intelligenz in der Gesundheit 1905|Experten diskutieren die Möglichkeiten und Grenzen...|Lisa Brown|Gesundheit|positiv|499.0|2024-01-130|09:46|HealthWeekly|3400.0
689|Die nächsten Schritte in der Energiewende 1905|Fachleute diskutieren die notwendigen Schritte...|David White|Energie|positiv|578.0|2024-03|08:16|EnergyReview|1600.0
690|Politische Umbrüche 2000: Eine Vorhersage|Politikwissenschaftler diskutieren die möglichen Auswirkungen...|Michael Johnson|Politik|neutral|692.0|2024-01-71|19:28|WorldPolitics|3300.0
691|Kryptowährungen 2000: Ein neuer Goldrausch?|Experten diskutieren die Möglichkeiten und Grenzen...|Sophia Brown|Kryptowährungen|positiv|799.0|2024-03|09:17|CryptoTimes|4900.0
692|Die Zukunft der Wissenschaft: Eine Erörterung von Neuentwicklungen und Perspektiven...|Wissenschaftler diskutieren die Möglichkeiten und Grenzen...|Emily White|Wissenschaft|positiv|898.0|2024-11-06|16:30|ScienceToday|1900.0
693|Neue Ernährungstrends 2030: Ein Blick auf die Zukunft|Fachleute diskutieren die neuesten Trends und Entwicklungen...|John Smith|Ernährung|positiv|630.0|2024-01-131|21:08|HealthWeekly|3200.0
694|Die digitale Zukunft: Wie wird die Welt verändert?|Fachleute diskutieren die Möglichkeiten und Grenzen...|Max Schmidt|Technologie|positiv|560.0|2024-04-28|15:26|TechNews|2700.0
695|Die wirtschaftlichen Auswirkungen der COVID-19-Pandemie im Jahr 1904|Fachleute diskutieren die wirtschaftlichen Konsequenzen...|John Doe|Wirtschaft|negativ|609.0|2024-04-28|11:58|FinanceDaily|4800.0
696|Die nächsten Schritte in der Kryptosphäre: Will Bitcoin erneut anstiegen?|Experten diskutieren die Möglichkeiten...|Max Mustermann|Kryptowährungen|positiv|379.0|2024-01-132|10:58|CryptoTimes|3700.0
697|Die wirtschaftlichen Auswirkungen der COVID-19-Pandemie im Jahr 1903|Fachleute diskutieren die wirtschaftlichen Konsequenzen...|Emily Johnson|Wirtschaft|negativ|699.0|2024-12-07|23:59|FinanceDaily|4500.0
698|Die nächsten Trends im Sportbereich 1903|Sportjournalisten diskutieren die neuesten Trends und Entwicklungen...|James Doe|Sport|positiv|899.0|2024-03|00:00|SportExpress|1600.0
699|Die Rolle der künstlichen Intelligenz in der Gesundheit 1903|Experten diskutieren die Möglichkeiten und Grenzen...|Lisa Brown|Gesundheit|positiv|499.0|2024-01-133|09:46|HealthWeekly|3400.0
700|Die nächsten Schritte in der Energiewende 1903|Fachleute diskutieren die notwendigen Schritte...|David White|Energie|positiv|579.0|2024-03|08:16|EnergyReview|1600.0
701|Politische Umbrüche 2000: Eine Vorhersage|Politikwissenschaftler diskutieren die möglichen Auswirkungen...|Michael Johnson|Politik|neutral|691.0|2024-01-72|19:28|WorldPolitics|3300.0
702|Kryptowährungen 2000: Ein neuer Goldrausch?|Experten diskutieren die Möglichkeiten und Grenzen...|Sophia Brown|Kryptowährungen|positiv|799.0|2024-03|09:17|CryptoTimes|4900.0
703|Die Zukunft der Wissenschaft: Eine Erörterung von Neuentwicklungen und Perspektiven...|Wissenschaftler diskutieren die Möglichkeiten und Grenzen...|Emily White|Wissenschaft|positiv|899.0|2024-11-06|16:30|ScienceToday|1900.0
704|Neue Ernährungstrends 2030: Ein Blick auf die Zukunft|Fachleute diskutieren die neuesten Trends und Entwicklungen...|John Smith|Ernährung|positiv|631.0|2024-01-134|21:08|HealthWeekly|3200.0
705|Die digitale Zukunft: Wie wird die Welt verändert?|Fachleute diskutieren die Möglichkeiten und Grenzen...|Max Schmidt|Technologie|positiv|561.0|2024-04-29|15:26|TechNews|2700.0
706|Die wirtschaftlichen Auswirkungen der COVID-19-Pandemie im Jahr 1902|Fachleute diskutieren die wirtschaftlichen Konsequenzen...|John Doe|Wirtschaft|negativ|610.0|2024-04-29|11:58|FinanceDaily|4800.0
707|Die nächsten Schritte in der Kryptosphäre: Will Bitcoin erneut anstiegen?|Experten diskutieren die Möglichkeiten...|Max Mustermann|Kryptowährungen|positiv|379.0|2024-01-135|10:58|CryptoTimes|3700.0
708|Die wirtschaftlichen Auswirkungen der COVID-19-Pandemie im Jahr 1901|Fachleute diskutieren die wirtschaftlichen Konsequenzen...|Emily Johnson|Wirtschaft|negativ|699.0|2024-12-07|23:59|FinanceDaily|4500.0
709|Die nächsten Trends im Sportbereich 1901|Sportjournalisten diskutieren die neuesten Trends und Entwicklungen...|James Doe|Sport|positiv|899.0|2024-03|00:00|SportExpress|1600.0
710|Die Rolle der künstlichen Intelligenz in der Gesundheit 1901|Experten diskutieren die Möglichkeiten und Grenzen...|Lisa Brown|Gesundheit|positiv|499.0|2024-01-136|09:46|HealthWeekly|3400.0
711|Die nächsten Schritte in der Energiewende 1901|Fachleute diskutieren die notwendigen Schritte...|David White|Energie|positiv|580.0|2024-03|08:16|EnergyReview|1600.0
712|Politische Umbrüche 2000: Eine Vorhersage|Politikwissenschaftler diskutieren die möglichen Auswirkungen...|Michael Johnson|Politik|neutral|689.0|2024-01-73|19:28|WorldPolitics|3300.0
713|Kryptowährungen 2000: Ein neuer Goldrausch?|Experten diskutieren die Möglichkeiten und Grenzen...|Sophia Brown|Kryptowährungen|positiv|799.0|2024-03|09:17|CryptoTimes|4900.0
714|Die Zukunft der Wissenschaft: Eine Erörterung von Neuentwicklungen und Perspektiven...|Wissenschaftler diskutieren die Möglichkeiten und Grenzen...|Emily White|Wissenschaft|positiv|899.0|2024-11-06|16:30|ScienceToday|1900.0
715|Neue Ernährungstrends 2030: Ein Blick auf die Zukunft|Fachleute diskutieren die neuesten Trends und Entwicklungen...|John Smith|Ernährung|positiv|632.0|2024-01-137|21:08|HealthWeekly|3200.0
716|Die digitale Zukunft: Wie wird die Welt verändert?|Fachleute diskutieren die Möglichkeiten und Grenzen...|Max Schmidt|Technologie|positiv|562.0|2024-04-30|15:26|TechNews|2700.0
717|Die wirtschaftlichen Auswirkungen der COVID-19-Pandemie im Jahr 1900|Fachleute diskutieren die wirtschaftlichen Konsequenzen...|John Doe|Wirtschaft|negativ|611.0|2024-04-30|11:58|FinanceDaily|4800.0
718|Die nächsten Schritte in der Kryptosphäre: Will Bitcoin erneut anstiegen?|Experten diskutieren die Möglichkeiten...|Max Mustermann|Kryptowährungen|positiv|379.0|2024-01-138|10:58|CryptoTimes|3700.0
719|Die wirtschaftlichen Auswirkungen der COVID-19-Pandemie im Jahr 1899|Fachleute diskutieren die wirtschaftlichen Konsequenzen...|Emily Johnson|Wirtschaft|negativ|699.0|2024-12-07|23:59|FinanceDaily|4500.0
720|Die nächsten Trends im Sportbereich 1899|Sportjournalisten diskutieren die neuesten Trends und Entwicklungen...|James Doe|Sport|positiv|899.0|2024-03|00:00|SportExpress|1600.0
721|Die Rolle der künstlichen Intelligenz in der Gesundheit 1899|Experten diskutieren die Möglichkeiten und Grenzen...|Lisa Brown|Gesundheit|positiv|499.0|2024-01-139|09:46|HealthWeekly|3400.0
722|Die nächsten Schritte in der Energiewende 1899|Fachleute diskutieren die notwendigen Schritte...|David White|Energie|positiv|581.0|2024-03|08:16|EnergyReview|1600.0
723|Politische Umbrüche 2000: Eine Vorhersage|Politikwissenschaftler diskutieren die möglichen Auswirkungen...|Michael Johnson|Politik|neutral|688.0|2024-01-74|19:28|WorldPolitics|3300.0
724|Kryptowährungen 2000: Ein neuer Goldrausch?|Experten diskutieren die Möglichkeiten und Grenzen...|Sophia Brown|Kryptowährungen|positiv|799.0|2024-03|09:17|CryptoTimes|4900.0
725|Die Zukunft der Wissenschaft: Eine Erörterung von Neuentwicklungen und Perspektiven...|Wissenschaftler diskutieren die Möglichkeiten und Grenzen...|Emily White|Wissenschaft|positiv|899.0|2024-11-06|16:30|ScienceToday|1900.0
726|Neue Ernährungstrends 2030: Ein Blick auf die Zukunft|Fachleute diskutieren die neuesten Trends und Entwicklungen...|John Smith|Ernährung|positiv|633.0|2024-01-140|21:08|HealthWeekly|3200.0
727|Die digitale Zukunft: Wie wird die Welt verändert?|Fachleute diskutieren die Möglichkeiten und Grenzen...|Max Schmidt|Technologie|positiv|563.0|2024-04-01|15:26|TechNews|2700.0
728|Die wirtschaftlichen Auswirkungen der COVID-19-Pandemie im Jahr 1898|Fachleute diskutieren die wirtschaftlichen Konsequenzen...|John Doe|Wirtschaft|negativ|612.0|2024-04-01|11:58|FinanceDaily|4800.0
729|Die nächsten Schritte in der Kryptosphäre: Will Bitcoin erneut anstiegen?|Experten diskutieren die Möglichkeiten...|Max Mustermann|Kryptowährungen|positiv|379.0|2024-01-141|10:58|CryptoTimes|3700.0
730|Die wirtschaftlichen Auswirkungen der COVID-19-Pandemie im Jahr 1897|Fachleute diskutieren die wirtschaftlichen Konsequenzen...|Emily Johnson|Wirtschaft|negativ|699.0|2024-12-07|23:59|FinanceDaily|4500.0
731|Die nächsten Trends im Sportbereich 1897|Sportjournalisten diskutieren die neuesten Trends und Entwicklungen...|James Doe|Sport|positiv|899.0|2024-03|00:00|SportExpress|1600.0
732|Die Rolle der künstlichen Intelligenz in der Gesundheit 1897|Experten diskutieren die Möglichkeiten und Grenzen...|Lisa Brown|Gesundheit|positiv|499.0|2024-01-142|09:46|HealthWeekly|3400.0
733|Die nächsten Schritte in der Energiewende 1897|Fachleute diskutieren die notwendigen Schritte...|David White|Energie|positiv|582.0|2024-03|08:16|EnergyReview|1600.0
734|Politische Umbrüche 2000: Eine Vorhersage|Politikwissenschaftler diskutieren die möglichen Auswirkungen...|Michael Johnson|Politik|neutral|687.0|2024-01-75|19:28|WorldPolitics|3300.0
735|Kryptowährungen 2000: Ein neuer Goldrausch?|Experten diskutieren die Möglichkeiten und Grenzen...|Sophia Brown|Kryptowährungen|positiv|799.0|2024-03|09:17|CryptoTimes|4900.0
736|Die Zukunft der Wissenschaft: Eine Erörterung von Neuentwicklungen und Perspektiven...|Wissenschaftler diskutieren die Möglichkeiten und Grenzen...|Emily White|Wissenschaft|positiv|899.0|2024-11-06|16:30|ScienceToday|1900.0
737|Neue Ernährungstrends 2030: Ein Blick auf die Zukunft|Fachleute diskutieren die neuesten Trends und Entwicklungen...|John Smith|Ernährung|positiv|634.0|2024-01-143|21:08|HealthWeekly|3200.0
738|Die digitale Zukunft: Wie wird die Welt verändert?|Fachleute diskutieren die Möglichkeiten und Grenzen...|Max Schmidt|Technologie|positiv|564.0|2024-04-02|15:26|TechNews|2700.0
739|Die wirtschaftlichen Auswirkungen der COVID-19-Pandemie im Jahr 1896|Fachleute diskutieren die wirtschaftlichen Konsequenzen...|John Doe|Wirtschaft|negativ|613.0|2024-04-02|11:58|FinanceDaily|4800.0
740|Die nächsten Schritte in der Kryptosphäre: Will Bitcoin erneut anstiegen?|Experten diskutieren die Möglichkeiten...|Max Mustermann|Kryptowährungen|positiv|379.0|2024-01-144|10:58|CryptoTimes|3700.0
741|Die wirtschaftlichen Auswirkungen der COVID-19-Pandemie im Jahr 1895|Fachleute diskutieren die wirtschaftlichen Konsequenzen...|Emily Johnson|Wirtschaft|negativ|699.0|2024-12-07|23:59|FinanceDaily|4500.0
742|Die nächsten Trends im Sportbereich 1895|Sportjournalisten diskutieren die neuesten Trends und Entwicklungen...|James Doe|Sport|positiv|899.0|2024-03|00:00|SportExpress|1600.0
743|Die Rolle der künstlichen Intelligenz in der Gesundheit 1895|Experten diskutieren die Möglichkeiten und Grenzen...|Lisa Brown|Gesundheit|positiv|499.0|2024-01-145|09:46|HealthWeekly|3400.0
744|Die nächsten Schritte in der Energiewende 1895|Fachleute diskutieren die notwendigen Schritte...|David White|Energie|positiv|583.0|2024-03|08:16|EnergyReview|1600.0
745|Politische Umbrüche 2000: Eine Vorhersage|Politikwissenschaftler diskutieren die möglichen Auswirkungen...|Michael Johnson|Politik|neutral|686.0|2024-01-76|19:28|WorldPolitics|3300.0
746|Kryptowährungen 2000: Ein neuer Goldrausch?|Experten diskutieren die Möglichkeiten und Grenzen...|Sophia Brown|Kryptowährungen|positiv|799.0|2024-03|09:17|CryptoTimes|4900.0
747|Die Zukunft der Wissenschaft: Eine Erörterung von Neuentwicklungen und Perspektiven...|Wissenschaftler diskutieren die Möglichkeiten und Grenzen...|Emily White|Wissenschaft|positiv|899.0|2024-11-06|16:30|ScienceToday|1900.0
748|Neue Ernährungstrends 2030: Ein Blick auf die Zukunft|Fachleute diskutieren die neuesten Trends und Entwicklungen...|John Smith|Ernährung|positiv|635.0|2024-01-146|21:08|HealthWeekly|3200.0
749|Die digitale Zukunft: Wie wird die Welt verändert?|Fachleute diskutieren die Möglichkeiten und Grenzen...|Max Schmidt|Technologie|positiv|565.0|2024-04-03|15:26|TechNews|2700.0
750|Die wirtschaftlichen Auswirkungen der COVID-19-Pandemie im Jahr 1894|Fachleute diskutieren die wirtschaftlichen Konsequenzen...|John Doe|Wirtschaft|negativ|614.0|2024-04-03|11:58|FinanceDaily|4800.0
751|Die nächsten Schritte in der Kryptosphäre: Will Bitcoin erneut anstiegen?|Experten diskutieren die Möglichkeiten...|Max Mustermann|Kryptowährungen|positiv|379.0|2024-01-147|10:58|CryptoTimes|3700.0
752|Die wirtschaftlichen Auswirkungen der COVID-19-Pandemie im Jahr 1893|Fachleute diskutieren die wirtschaftlichen Konsequenzen...|Emily Johnson|Wirtschaft|negativ|699.0|2024-12-07|23:59|FinanceDaily|4500.0
